# emoji-zwj-sequences.txt
# Date: 2025-01-08, 04:57:12 GMT
# © 2025 Unicode®, Inc.
# Unicode and the Unicode Logo are registered trademarks of Unicode, Inc. in the U.S. and other countries.
# For terms of use and license, see https://www.unicode.org/terms_of_use.html
#
# Emoji ZWJ Sequences for UTS #51
# Version: 17.0
#
# For documentation and usage, see https://www.unicode.org/reports/tr51
#
# Format:
#   code_point(s) ; type_field ; description # comments
# Fields:
#   code_point(s): one or more code points in hex format, separated by spaces
#   type_field :RGI_Emoji_ZWJ_Sequence
#     The type_field is a convenience for parsing the emoji sequence files, and is not intended to be maintained as a property.
#   short name: CLDR short name of sequence; characters may be escaped with \x{hex}.
#
# For the purpose of regular expressions, the above type field defines the name of
# a binary property of strings. The short name of the property is the same as the long name.
#
# Characters and sequences are listed in code point order. Users should be shown a more natural order.
# See the CLDR collation order for Emoji.

# ================================================

# RGI_Emoji_ZWJ_Sequence: Family

1F468 200D 2764 FE0F 200D 1F468             ; RGI_Emoji_ZWJ_Sequence  ; couple with heart: man, man                                    # E2.0   [1] (👨‍❤️‍👨)
1F9D1 1F3FC 200D 2695 FE0F                  ; RGI_Emoji_ZWJ_Sequence  ; health worker: medium-light skin tone                          # E12.1  [1] (🧑🏼‍⚕️)
1F9D1 1F3FC 200D 2696 FE0F                  ; RGI_Emoji_ZWJ_Sequence  ; judge: medium-light skin tone                                  # E12.1  [1] (🧑🏼‍⚖️)
1F9D1 1F3FC 200D 2708 FE0F                  ; RGI_Emoji_ZWJ_Sequence  ; pilot: medium-light skin tone                                  # E12.1  [1] (🧑🏼‍✈️)
1F9D1 1F3FC 200D 1F33E                      ; RGI_Emoji_ZWJ_Sequence  ; farmer: medium-light skin tone                                 # E12.1  [1] (🧑🏼‍🌾)
1F9D1 1F3FC 200D 1F373                      ; RGI_Emoji_ZWJ_Sequence  ; cook: medium-light skin tone                                   # E12.1  [1] (🧑🏼‍🍳)
1F9D1 1F3FC 200D 1F37C                      ; RGI_Emoji_ZWJ_Sequence  ; person feeding baby: medium-light skin tone                    # E13.0  [1] (🧑🏼‍🍼)
1F9D1 1F3FC 200D 1F384                      ; RGI_Emoji_ZWJ_Sequence  ; Mx Claus: medium-light skin tone                               # E13.0  [1] (🧑🏼‍🎄)
1F9D1 1F3FC 200D 1F393                      ; RGI_Emoji_ZWJ_Sequence  ; student: medium-light skin tone                                # E12.1  [1] (🧑🏼‍🎓)
1F9D1 1F3FC 200D 1F3A4                      ; RGI_Emoji_ZWJ_Sequence  ; singer: medium-light skin tone                                 # E12.1  [1] (🧑🏼‍🎤)
1F9D1 1F3FC 200D 1F3A8                      ; RGI_Emoji_ZWJ_Sequence  ; artist: medium-light skin tone                                 # E12.1  [1] (🧑🏼‍🎨)
1F9D1 1F3FC 200D 1F3EB                      ; RGI_Emoji_ZWJ_Sequence  ; teacher: medium-light skin tone                                # E12.1  [1] (🧑🏼‍🏫)
1F9D1 1F3FC 200D 1F3ED                      ; RGI_Emoji_ZWJ_Sequence  ; factory worker: medium-light skin tone                         # E12.1  [1] (🧑🏼‍🏭)
1F9D1 1F3FC 200D 1F4BB                      ; RGI_Emoji_ZWJ_Sequence  ; technologist: medium-light skin tone                           # E12.1  [1] (🧑🏼‍💻)
1F9D1 1F3FC 200D 1F4BC                      ; RGI_Emoji_ZWJ_Sequence  ; office worker: medium-light skin tone                          # E12.1  [1] (🧑🏼‍💼)
1F9D1 1F3FC 200D 1F527                      ; RGI_Emoji_ZWJ_Sequence  ; mechanic: medium-light skin tone                               # E12.1  [1] (🧑🏼‍🔧)
1F9D1 1F3FC 200D 1F52C                      ; RGI_Emoji_ZWJ_Sequence  ; scientist: medium-light skin tone                              # E12.1  [1] (🧑🏼‍🔬)
1F9D1 1F3FC 200D 1F680                      ; RGI_Emoji_ZWJ_Sequence  ; astronaut: medium-light skin tone                              # E12.1  [1] (🧑🏼‍🚀)
1F9D1 1F3FC 200D 1F692                      ; RGI_Emoji_ZWJ_Sequence  ; firefighter: medium-light skin tone                            # E12.1  [1] (🧑🏼‍🚒)
1F9D1 1F3FC 200D 1F9AF                      ; RGI_Emoji_ZWJ_Sequence  ; person with white cane: medium-light skin tone                 # E12.1  [1] (🧑🏼‍🦯)
1F9D1 1F3FC 200D 1F9AF 200D 27A1 FE0F       ; RGI_Emoji_ZWJ_Sequence  ; person with white cane facing right: medium-light skin tone    # E15.1  [1] (🧑🏼‍🦯‍➡️)
1F9D1 1F3FC 200D 1F9BC                      ; RGI_Emoji_ZWJ_Sequence  ; person in motorized wheelchair: medium-light skin tone         # E12.1  [1] (🧑🏼‍🦼)
1F9D1 1F3FC 200D 1F9BC 200D 27A1 FE0F       ; RGI_Emoji_ZWJ_Sequence  ; person in motorized wheelchair facing right: medium-light skin tone #E15.1[1] (🧑🏼‍🦼‍➡️)
1F9D1 1F3FC 200D 1F9BD                      ; RGI_Emoji_ZWJ_Sequence  ; person in manual wheelchair: medium-light skin tone            # E12.1  [1] (🧑🏼‍🦽)
1F9D1 1F3FC 200D 1F9BD 200D 27A1 FE0F       ; RGI_Emoji_ZWJ_Sequence  ; person in manual wheelchair facing right: medium-light skin tone #E15.1 [1] (🧑🏼‍🦽‍➡️)
1F9D1 1F3FD 200D 2695 FE0F                  ; RGI_Emoji_ZWJ_Sequence  ; health worker: medium skin tone                                # E12.1  [1] (🧑🏽‍⚕️)
1F9D1 1F3FD 200D 2696 FE0F                  ; RGI_Emoji_ZWJ_Sequence  ; judge: medium skin tone                                        # E12.1  [1] (🧑🏽‍⚖️)
1F9D1 1F3FD 200D 2708 FE0F                  ; RGI_Emoji_ZWJ_Sequence  ; pilot: medium skin tone                                        # E12.1  [1] (🧑🏽‍✈️)
1F9D1 1F3FD 200D 1F33E                      ; RGI_Emoji_ZWJ_Sequence  ; farmer: medium skin tone                                       # E12.1  [1] (🧑🏽‍🌾)
1F9D1 1F3FD 200D 1F373                      ; RGI_Emoji_ZWJ_Sequence  ; cook: medium skin tone                                         # E12.1  [1] (🧑🏽‍🍳)
1F9D1 1F3FD 200D 1F37C                      ; RGI_Emoji_ZWJ_Sequence  ; person feeding baby: medium skin tone                          # E13.0  [1] (🧑🏽‍🍼)
1F9D1 1F3FD 200D 1F384                      ; RGI_Emoji_ZWJ_Sequence  ; Mx Claus: medium skin tone                                     # E13.0  [1] (🧑🏽‍🎄)
1F9D1 1F3FD 200D 1F393                      ; RGI_Emoji_ZWJ_Sequence  ; student: medium skin tone                                      # E12.1  [1] (🧑🏽‍🎓)
1F9D1 1F3FD 200D 1F3A4                      ; RGI_Emoji_ZWJ_Sequence  ; singer: medium skin tone                                       # E12.1  [1] (🧑🏽‍🎤)
1F9D1 1F3FD 200D 1F3A8                      ; RGI_Emoji_ZWJ_Sequence  ; artist: medium skin tone                                       # E12.1  [1] (🧑🏽‍🎨)
1F9D1 1F3FD 200D 1F3EB                      ; RGI_Emoji_ZWJ_Sequence  ; teacher: medium skin tone                                      # E12.1  [1] (🧑🏽‍🏫)
1F9D1 1F3FD 200D 1F3ED                      ; RGI_Emoji_ZWJ_Sequence  ; factory worker: medium skin tone                               # E12.1  [1] (🧑🏽‍🏭)
1F9D1 1F3FD 200D 1F4BB                      ; RGI_Emoji_ZWJ_Sequence  ; technologist: medium skin tone                                 # E12.1  [1] (🧑🏽‍💻)
1F9D1 1F3FD 200D 1F4BC                      ; RGI_Emoji_ZWJ_Sequence  ; office worker: medium skin tone                                # E12.1  [1] (🧑🏽‍💼)
1F9D1 1F3FD 200D 1F527                      ; RGI_Emoji_ZWJ_Sequence  ; mechanic: medium skin tone                                     # E12.1  [1] (🧑🏽‍🔧)
1F9D1 1F3FD 200D 1F52C                      ; RGI_Emoji_ZWJ_Sequence  ; scientist: medium skin tone                                    # E12.1  [1] (🧑🏽‍🔬)
1F9D1 1F3FD 200D 1F680                      ; RGI_Emoji_ZWJ_Sequence  ; astronaut: medium skin tone                                    # E12.1  [1] (🧑🏽‍🚀)
1F9D1 1F3FD 200D 1F692                      ; RGI_Emoji_ZWJ_Sequence  ; firefighter: medium skin tone                                  # E12.1  [1] (🧑🏽‍🚒)
1F9D1 1F3FD 200D 1F9AF                      ; RGI_Emoji_ZWJ_Sequence  ; person with white cane: medium skin tone                       # E12.1  [1] (🧑🏽‍🦯)
1F9D1 1F3FD 200D 1F9AF 200D 27A1 FE0F       ; RGI_Emoji_ZWJ_Sequence  ; person with white cane facing right: medium skin tone          # E15.1  [1] (🧑🏽‍🦯‍➡️)
1F9D1 1F3FD 200D 1F9BC                      ; RGI_Emoji_ZWJ_Sequence  ; person in motorized wheelchair: medium skin tone               # E12.1  [1] (🧑🏽‍🦼)
1F9D1 1F3FD 200D 1F9BC 200D 27A1 FE0F       ; RGI_Emoji_ZWJ_Sequence  ; person in motorized wheelchair facing right: medium skin tone  # E15.1  [1] (🧑🏽‍🦼‍➡️)
1F9D1 1F3FD 200D 1F9BD                      ; RGI_Emoji_ZWJ_Sequence  ; person in manual wheelchair: medium skin tone                  # E12.1  [1] (🧑🏽‍🦽)
1F9D1 1F3FD 200D 1F9BD 200D 27A1 FE0F       ; RGI_Emoji_ZWJ_Sequence  ; person in manual wheelchair facing right: medium skin tone     # E15.1  [1] (🧑🏽‍🦽‍➡️)
1F9D1 1F3FE 200D 2695 FE0F                  ; RGI_Emoji_ZWJ_Sequence  ; health worker: medium-dark skin tone                           # E12.1  [1] (🧑🏾‍⚕️)
1F9D1 1F3FE 200D 2696 FE0F                  ; RGI_Emoji_ZWJ_Sequence  ; judge: medium-dark skin tone                                   # E12.1  [1] (🧑🏾‍⚖️)
1F9D1 1F3FE 200D 2708 FE0F                  ; RGI_Emoji_ZWJ_Sequence  ; pilot: medium-dark skin tone                                   # E12.1  [1] (🧑🏾‍✈️)
1F9D1 1F3FE 200D 1F33E                      ; RGI_Emoji_ZWJ_Sequence  ; farmer: medium-dark skin tone                                  # E12.1  [1] (🧑🏾‍🌾)
1F9D1 1F3FE 200D 1F373                      ; RGI_Emoji_ZWJ_Sequence  ; cook: medium-dark skin tone                                    # E12.1  [1] (🧑🏾‍🍳)
1F9D1 1F3FE 200D 1F37C                      ; RGI_Emoji_ZWJ_Sequence  ; person feeding baby: medium-dark skin tone                     # E13.0  [1] (🧑🏾‍🍼)
1F9D1 1F3FE 200D 1F384                      ; RGI_Emoji_ZWJ_Sequence  ; Mx Claus: medium-dark skin tone                                # E13.0  [1] (🧑🏾‍🎄)
1F9D1 1F3FE 200D 1F393                      ; RGI_Emoji_ZWJ_Sequence  ; student: medium-dark skin tone                                 # E12.1  [1] (🧑🏾‍🎓)
1F9D1 1F3FE 200D 1F3A4                      ; RGI_Emoji_ZWJ_Sequence  ; singer: medium-dark skin tone                                  # E12.1  [1] (🧑🏾‍🎤)
1F9D1 1F3FE 200D 1F3A8                      ; RGI_Emoji_ZWJ_Sequence  ; artist: medium-dark skin tone                                  # E12.1  [1] (🧑🏾‍🎨)
1F9D1 1F3FE 200D 1F3EB                      ; RGI_Emoji_ZWJ_Sequence  ; teacher: medium-dark skin tone                                 # E12.1  [1] (🧑🏾‍🏫)
1F9D1 1F3FE 200D 1F3ED                      ; RGI_Emoji_ZWJ_Sequence  ; factory worker: medium-dark skin tone                          # E12.1  [1] (🧑🏾‍🏭)
1F9D1 1F3FE 200D 1F4BB                      ; RGI_Emoji_ZWJ_Sequence  ; technologist: medium-dark skin tone                            # E12.1  [1] (🧑🏾‍💻)
1F9D1 1F3FE 200D 1F4BC                      ; RGI_Emoji_ZWJ_Sequence  ; office worker: medium-dark skin tone                           # E12.1  [1] (🧑🏾‍💼)
1F9D1 1F3FE 200D 1F527                      ; RGI_Emoji_ZWJ_Sequence  ; mechanic: medium-dark skin tone                                # E12.1  [1] (🧑🏾‍🔧)
1F9D1 1F3FE 200D 1F52C                      ; RGI_Emoji_ZWJ_Sequence  ; scientist: medium-dark skin tone                               # E12.1  [1] (🧑🏾‍🔬)
1F9D1 1F3FE 200D 1F680                      ; RGI_Emoji_ZWJ_Sequence  ; astronaut: medium-dark skin tone                               # E12.1  [1] (🧑🏾‍🚀)
1F9D1 1F3FE 200D 1F692                      ; RGI_Emoji_ZWJ_Sequence  ; firefighter: medium-dark skin tone                             # E12.1  [1] (🧑🏾‍🚒)
1F9D1 1F3FE 200D 1F9AF                      ; RGI_Emoji_ZWJ_Sequence  ; person with white cane: medium-dark skin tone                  # E12.1  [1] (🧑🏾‍🦯)
1F9D1 1F3FE 200D 1F9AF 200D 27A1 FE0F       ; RGI_Emoji_ZWJ_Sequence  ; person with white cane facing right: medium-dark skin tone     # E15.1  [1] (🧑🏾‍🦯‍➡️)
1F9D1 1F3FE 200D 1F9BC                      ; RGI_Emoji_ZWJ_Sequence  ; person in motorized wheelchair: medium-dark skin tone          # E12.1  [1] (🧑🏾‍🦼)
1F9D1 1F3FE 200D 1F9BC 200D 27A1 FE0F       ; RGI_Emoji_ZWJ_Sequence  ; person in motorized wheelchair facing right: medium-dark skin tone #E15.1[1] (🧑🏾‍🦼‍➡️)
1F9D1 1F3FE 200D 1F9BD                      ; RGI_Emoji_ZWJ_Sequence  ; person in manual wheelchair: medium-dark skin tone             # E12.1  [1] (🧑🏾‍🦽)
1F9D1 1F3FE 200D 1F9BD 200D 27A1 FE0F       ; RGI_Emoji_ZWJ_Sequence  ; person in manual wheelchair facing right: medium-dark skin tone #E15.1  [1] (🧑🏾‍🦽‍➡️)
1F9D1 1F3FF 200D 2695 FE0F                  ; RGI_Emoji_ZWJ_Sequence  ; health worker: dark skin tone                                  # E12.1  [1] (🧑🏿‍⚕️)
1F9D1 1F3FF 200D 2696 FE0F                  ; RGI_Emoji_ZWJ_Sequence  ; judge: dark skin tone                                          # E12.1  [1] (🧑🏿‍⚖️)
1F9D1 1F3FF 200D 2708 FE0F                  ; RGI_Emoji_ZWJ_Sequence  ; pilot: dark skin tone                                          # E12.1  [1] (🧑🏿‍✈️)
1F9D1 1F3FF 200D 1F33E                      ; RGI_Emoji_ZWJ_Sequence  ; farmer: dark skin tone                                         # E12.1  [1] (🧑🏿‍🌾)
1F9D1 1F3FF 200D 1F373                      ; RGI_Emoji_ZWJ_Sequence  ; cook: dark skin tone                                           # E12.1  [1] (🧑🏿‍🍳)
1F9D1 1F3FF 200D 1F37C                      ; RGI_Emoji_ZWJ_Sequence  ; person feeding baby: dark skin tone                            # E13.0  [1] (🧑🏿‍🍼)
1F9D1 1F3FF 200D 1F384                      ; RGI_Emoji_ZWJ_Sequence  ; Mx Claus: dark skin tone                                       # E13.0  [1] (🧑🏿‍🎄)
1F9D1 1F3FF 200D 1F393                      ; RGI_Emoji_ZWJ_Sequence  ; student: dark skin tone                                        # E12.1  [1] (🧑🏿‍🎓)
1F9D1 1F3FF 200D 1F3A4                      ; RGI_Emoji_ZWJ_Sequence  ; singer: dark skin tone                                         # E12.1  [1] (🧑🏿‍🎤)
1F9D1 1F3FF 200D 1F3A8                      ; RGI_Emoji_ZWJ_Sequence  ; artist: dark skin tone                                         # E12.1  [1] (🧑🏿‍🎨)
1F9D1 1F3FF 200D 1F3EB                      ; RGI_Emoji_ZWJ_Sequence  ; teacher: dark skin tone                                        # E12.1  [1] (🧑🏿‍🏫)
1F9D1 1F3FF 200D 1F3ED                      ; RGI_Emoji_ZWJ_Sequence  ; factory worker: dark skin tone                                 # E12.1  [1] (🧑🏿‍🏭)
1F9D1 1F3FF 200D 1F4BB                      ; RGI_Emoji_ZWJ_Sequence  ; technologist: dark skin tone                                   # E12.1  [1] (🧑🏿‍💻)
1F9D1 1F3FF 200D 1F4BC                      ; RGI_Emoji_ZWJ_Sequence  ; office worker: dark skin tone                                  # E12.1  [1] (🧑🏿‍💼)
1F9D1 1F3FF 200D 1F527                      ; RGI_Emoji_ZWJ_Sequence  ; mechanic: dark skin tone                                       # E12.1  [1] (🧑🏿‍🔧)
1F9D1 1F3FF 200D 1F52C                      ; RGI_Emoji_ZWJ_Sequence  ; scientist: dark skin tone                                      # E12.1  [1] (🧑🏿‍🔬)
1F9D1 1F3FF 200D 1F680                      ; RGI_Emoji_ZWJ_Sequence  ; astronaut: dark skin tone                                      # E12.1  [1] (🧑🏿‍🚀)
1F9D1 1F3FF 200D 1F692                      ; RGI_Emoji_ZWJ_Sequence  ; firefighter: dark skin tone                                    # E12.1  [1] (🧑🏿‍🚒)
1F9D1 1F3FF 200D 1F9AF                      ; RGI_Emoji_ZWJ_Sequence  ; person with white cane: dark skin tone                         # E12.1  [1] (🧑🏿‍🦯)
1F9D1 1F3FF 200D 1F9AF 200D 27A1 FE0F       ; RGI_Emoji_ZWJ_Sequence  ; person with white cane facing right: dark skin tone            # E15.1  [1] (🧑🏿‍🦯‍➡️)
1F9D1 1F3FF 200D 1F9BC                      ; RGI_Emoji_ZWJ_Sequence  ; person in motorized wheelchair: dark skin tone                 # E12.1  [1] (🧑🏿‍🦼)
1F9D1 1F3FF 200D 1F9BC 200D 27A1 FE0F       ; RGI_Emoji_ZWJ_Sequence  ; person in motorized wheelchair facing right: dark skin tone    # E15.1  [1] (🧑🏿‍🦼‍➡️)
1F9D1 1F3FF 200D 1F9BD                      ; RGI_Emoji_ZWJ_Sequence  ; person in manual wheelchair: dark skin tone                    # E12.1  [1] (🧑🏿‍🦽)
1F9D1 1F3FF 200D 1F9BD 200D 27A1 FE0F       ; RGI_Emoji_ZWJ_Sequence  ; person in manual wheelchair facing right: dark skin tone       # E15.1  [1] (🧑🏿‍🦽‍➡️)

# Total elements: 438

# ================================================

# RGI_Emoji_ZWJ_Sequence: Gendered

26F9 1F3FB 200D 2640 FE0F                   ; RGI_Emoji_ZWJ_Sequence  ; woman bouncing ball: light skin tone                           # E4.0   [1] (⛹🏻‍♀️)
26F9 1F3FB 200D 2642 FE0F                   ; RGI_Emoji_ZWJ_Sequence  ; man bouncing ball: light skin tone                             # E4.0   [1] (⛹🏻‍♂️)
26F9 1F3FC 200D 2640 FE0F                   ; RGI_Emoji_ZWJ_Sequence  ; woman bouncing ball: medium-light skin tone                    # E4.0   [1] (⛹🏼‍♀️)
26F9 1F3FC 200D 2642 FE0F                   ; RGI_Emoji_ZWJ_Sequence  ; man bouncing ball: medium-light skin tone                      # E4.0   [1] (⛹🏼‍♂️)
26F9 1F3FD 200D 2640 FE0F                   ; RGI_Emoji_ZWJ_Sequence  ; woman bouncing ball: medium skin tone                          # E4.0   [1] (⛹🏽‍♀️)
26F9 1F3FD 200D 2642 FE0F                   ; RGI_Emoji_ZWJ_Sequence  ; man bouncing ball: medium skin tone                            # E4.0   [1] (⛹🏽‍♂️)
26F9 1F3FE 200D 2640 FE0F                   ; RGI_Emoji_ZWJ_Sequence  ; woman bouncing ball: medium-dark skin tone                     # E4.0   [1] (⛹🏾‍♀️)
26F9 1F3FE 200D 2642 FE0F                   ; RGI_Emoji_ZWJ_Sequence  ; man bouncing ball: medium-dark skin tone                       # E4.0   [1] (⛹🏾‍♂️)
26F9 1F3FF 200D 2640 FE0F                   ; RGI_Emoji_ZWJ_Sequence  ; woman bouncing ball: dark skin tone                            # E4.0   [1] (⛹🏿‍♀️)
26F9 1F3FF 200D 2642 FE0F                   ; RGI_Emoji_ZWJ_Sequence  ; man bouncing ball: dark skin tone                              # E4.0   [1] (⛹🏿‍♂️)
26F9 FE0F 200D 2640 FE0F                    ; RGI_Emoji_ZWJ_Sequence  ; woman bouncing ball                                            # E4.0   [1] (⛹️‍♀️)
26F9 FE0F 200D 2642 FE0F                    ; RGI_Emoji_ZWJ_Sequence  ; man bouncing ball                                              # E4.0   [1] (⛹️‍♂️)
1F3C3 200D 2640 FE0F                        ; RGI_Emoji_ZWJ_Sequence  ; woman running                                                  # E4.0   [1] (🏃‍♀️)
1F3C3 200D 2640 FE0F 200D 27A1 FE0F         ; RGI_Emoji_ZWJ_Sequence  ; woman running facing right                                     # E15.1  [1] (🏃‍♀️‍➡️)
1F3C3 200D 2642 FE0F                        ; RGI_Emoji_ZWJ_Sequence  ; man running                                                    # E4.0   [1] (🏃‍♂️)
1F3C3 200D 2642 FE0F 200D 27A1 FE0F         ; RGI_Emoji_ZWJ_Sequence  ; man running facing right                                       # E15.1  [1] (🏃‍♂️‍➡️)
1F3C3 1F3FB 200D 2640 FE0F                  ; RGI_Emoji_ZWJ_Sequence  ; woman running: light skin tone                                 # E4.0   [1] (🏃🏻‍♀️)
1F3C3 1F3FB 200D 2640 FE0F 200D 27A1 FE0F   ; RGI_Emoji_ZWJ_Sequence  ; woman running facing right: light skin tone                    # E15.1  [1] (🏃🏻‍♀️‍➡️)
1F3C3 1F3FB 200D 2642 FE0F                  ; RGI_Emoji_ZWJ_Sequence  ; man running: light skin tone                                   # E4.0   [1] (🏃🏻‍♂️)
1F3C3 1F3FB 200D 2642 FE0F 200D 27A1 FE0F   ; RGI_Emoji_ZWJ_Sequence  ; man running facing right: light skin tone                      # E15.1  [1] (🏃🏻‍♂️‍➡️)
1F3C3 1F3FC 200D 2640 FE0F                  ; RGI_Emoji_ZWJ_Sequence  ; woman running: medium-light skin tone                          # E4.0   [1] (🏃🏼‍♀️)
1F3C3 1F3FC 200D 2640 FE0F 200D 27A1 FE0F   ; RGI_Emoji_ZWJ_Sequence  ; woman running facing right: medium-light skin tone             # E15.1  [1] (🏃🏼‍♀️‍➡️)
1F3C3 1F3FC 200D 2642 FE0F                  ; RGI_Emoji_ZWJ_Sequence  ; man running: medium-light skin tone                            # E4.0   [1] (🏃🏼‍♂️)
1F3C3 1F3FC 200D 2642 FE0F 200D 27A1 FE0F   ; RGI_Emoji_ZWJ_Sequence  ; man running facing right: medium-light skin tone               # E15.1  [1] (🏃🏼‍♂️‍➡️)
1F3C3 1F3FD 200D 2640 FE0F                  ; RGI_Emoji_ZWJ_Sequence  ; woman running: medium skin tone                                # E4.0   [1] (🏃🏽‍♀️)
1F3C3 1F3FD 200D 2640 FE0F 200D 27A1 FE0F   ; RGI_Emoji_ZWJ_Sequence  ; woman running facing right: medium skin tone                   # E15.1  [1] (🏃🏽‍♀️‍➡️)
1F3C3 1F3FD 200D 2642 FE0F                  ; RGI_Emoji_ZWJ_Sequence  ; man running: medium skin tone                                  # E4.0   [1] (🏃🏽‍♂️)
1F3C3 1F3FD 200D 2642 FE0F 200D 27A1 FE0F   ; RGI_Emoji_ZWJ_Sequence  ; man running facing right: medium skin tone                     # E15.1  [1] (🏃🏽‍♂️‍➡️)
1F3C3 1F3FE 200D 2640 FE0F                  ; RGI_Emoji_ZWJ_Sequence  ; woman running: medium-dark skin tone                           # E4.0   [1] (🏃🏾‍♀️)
1F3C3 1F3FE 200D 2640 FE0F 200D 27A1 FE0F   ; RGI_Emoji_ZWJ_Sequence  ; woman running facing right: medium-dark skin tone              # E15.1  [1] (🏃🏾‍♀️‍➡️)
1F3C3 1F3FE 200D 2642 FE0F                  ; RGI_Emoji_ZWJ_Sequence  ; man running: medium-dark skin tone                             # E4.0   [1] (🏃🏾‍♂️)
1F3C3 1F3FE 200D 2642 FE0F 200D 27A1 FE0F   ; RGI_Emoji_ZWJ_Sequence  ; man running facing right: medium-dark skin tone                # E15.1  [1] (🏃🏾‍♂️‍➡️)
1F3C3 1F3FF 200D 2640 FE0F                  ; RGI_Emoji_ZWJ_Sequence  ; woman running: dark skin tone                                  # E4.0   [1] (🏃🏿‍♀️)
1F3C3 1F3FF 200D 2640 FE0F 200D 27A1 FE0F   ; RGI_Emoji_ZWJ_Sequence  ; woman running facing right: dark skin tone                     # E15.1  [1] (🏃🏿‍♀️‍➡️)
1F3C3 1F3FF 200D 2642 FE0F                  ; RGI_Emoji_ZWJ_Sequence  ; man running: dark skin tone                                    # E4.0   [1] (🏃🏿‍♂️)
1F3C3 1F3FF 200D 2642 FE0F 200D 27A1 FE0F   ; RGI_Emoji_ZWJ_Sequence  ; man running facing right: dark skin tone                       # E15.1  [1] (🏃🏿‍♂️‍➡️)
1F3C4 200D 2640 FE0F                        ; RGI_Emoji_ZWJ_Sequence  ; woman surfing                                                  # E4.0   [1] (🏄‍♀️)
1F3C4 200D 2642 FE0F                        ; RGI_Emoji_ZWJ_Sequence  ; man surfing                                                    # E4.0   [1] (🏄‍♂️)
1F3C4 1F3FB 200D 2640 FE0F                  ; RGI_Emoji_ZWJ_Sequence  ; woman surfing: light skin tone                                 # E4.0   [1] (🏄🏻‍♀️)
1F3C4 1F3FB 200D 2642 FE0F                  ; RGI_Emoji_ZWJ_Sequence  ; man surfing: light skin tone                                   # E4.0   [1] (🏄🏻‍♂️)
1F3C4 1F3FC 200D 2640 FE0F                  ; RGI_Emoji_ZWJ_Sequence  ; woman surfing: medium-light skin tone                          # E4.0   [1] (🏄🏼‍♀️)
1F3C4 1F3FC 200D 2642 FE0F                  ; RGI_Emoji_ZWJ_Sequence  ; man surfing: medium-light skin tone                            # E4.0   [1] (🏄🏼‍♂️)
1F3C4 1F3FD 200D 2640 FE0F                  ; RGI_Emoji_ZWJ_Sequence  ; woman surfing: medium skin tone                                # E4.0   [1] (🏄🏽‍♀️)
1F3C4 1F3FD 200D 2642 FE0F                  ; RGI_Emoji_ZWJ_Sequence  ; man surfing: medium skin tone                                  # E4.0   [1] (🏄🏽‍♂️)
1F3C4 1F3FE 200D 2640 FE0F                  ; RGI_Emoji_ZWJ_Sequence  ; woman surfing: medium-dark skin tone                           # E4.0   [1] (🏄🏾‍♀️)
1F3C4 1F3FE 200D 2642 FE0F                  ; RGI_Emoji_ZWJ_Sequence  ; man surfing: medium-dark skin tone                             # E4.0   [1] (🏄🏾‍♂️)
1F3C4 1F3FF 200D 2640 FE0F                  ; RGI_Emoji_ZWJ_Sequence  ; woman surfing: dark skin tone                                  # E4.0   [1] (🏄🏿‍♀️)
1F3C4 1F3FF 200D 2642 FE0F                  ; RGI_Emoji_ZWJ_Sequence  ; man surfing: dark skin tone                                    # E4.0   [1] (🏄🏿‍♂️)
1F3CA 200D 2640 FE0F                        ; RGI_Emoji_ZWJ_Sequence  ; woman swimming                                                 # E4.0   [1] (🏊‍♀️)
1F3CA 200D 2642 FE0F                        ; RGI_Emoji_ZWJ_Sequence  ; man swimming                                                   # E4.0   [1] (🏊‍♂️)
1F3CA 1F3FB 200D 2640 FE0F                  ; RGI_Emoji_ZWJ_Sequence  ; woman swimming: light skin tone                                # E4.0   [1] (🏊🏻‍♀️)
1F3CA 1F3FB 200D 2642 FE0F                  ; RGI_Emoji_ZWJ_Sequence  ; man swimming: light skin tone                                  # E4.0   [1] (🏊🏻‍♂️)
1F3CA 1F3FC 200D 2640 FE0F                  ; RGI_Emoji_ZWJ_Sequence  ; woman swimming: medium-light skin tone                         # E4.0   [1] (🏊🏼‍♀️)
1F3CA 1F3FC 200D 2642 FE0F                  ; RGI_Emoji_ZWJ_Sequence  ; man swimming: medium-light skin tone                           # E4.0   [1] (🏊🏼‍♂️)
1F3CA 1F3FD 200D 2640 FE0F                  ; RGI_Emoji_ZWJ_Sequence  ; woman swimming: medium skin tone                               # E4.0   [1] (🏊🏽‍♀️)
1F3CA 1F3FD 200D 2642 FE0F                  ; RGI_Emoji_ZWJ_Sequence  ; man swimming: medium skin tone                                 # E4.0   [1] (🏊🏽‍♂️)
1F3CA 1F3FE 200D 2640 FE0F                  ; RGI_Emoji_ZWJ_Sequence  ; woman swimming: medium-dark skin tone                          # E4.0   [1] (🏊🏾‍♀️)
1F3CA 1F3FE 200D 2642 FE0F                  ; RGI_Emoji_ZWJ_Sequence  ; man swimming: medium-dark skin tone                            # E4.0   [1] (🏊🏾‍♂️)
1F3CA 1F3FF 200D 2640 FE0F                  ; RGI_Emoji_ZWJ_Sequence  ; woman swimming: dark skin tone                                 # E4.0   [1] (🏊🏿‍♀️)
